Observation id;Observation date;Description;Media file;Total length;FPS;Subject;Session;Trial Order;Date;Condition;Behavior;Behavioral category;Modifiers;Behavior type;Start (s);Stop (s);Duration (s);Comment start;Comment stop
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Non-functional;Trial type;;STATE;689.643;755.908;66.265;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;689.643;714.894;25.251;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Arriving at start of trial;Movement;;STATE;692.599;696.669;4.070;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Solve to toy;Time Spent;;STATE;702.090;708.165;6.075;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Toy to end of trial;Time Spent;;STATE;708.165;749.167;41.002;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Left box;Proximity;;STATE;709.116;751.447;42.331;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher absent;Researcher status;;STATE;714.894;749.167;34.273;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;749.167;755.908;6.741;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Exiting at end of trial;Movement;;STATE;751.447;754.113;2.666;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Non-functional;Trial type;;STATE;767.691;832.047;64.356;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;767.691;794.452;26.761;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Arriving at start of trial;Movement;;STATE;773.764;776.138;2.374;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Solve to toy;Time Spent;;STATE;779.736;785.433;5.697;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Toy to end of trial;Time Spent;;STATE;785.633;824.637;39.004;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Left box;Proximity;;STATE;786.191;825.875;39.684;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher absent;Researcher status;;STATE;794.452;824.637;30.185;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;824.637;831.762;7.125;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Exiting at end of trial;Movement;;STATE;825.875;829.301;3.426;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Non-functional;Trial type;;STATE;842.773;901.739;58.966;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;842.773;868.120;25.347;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Arriving at start of trial;Movement;;STATE;845.726;847.908;2.182;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Solve to toy;Time Spent;;STATE;852.552;856.825;4.273;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Left box;Proximity;;STATE;857.108;901.739;44.631;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Toy to end of trial;Time Spent;;STATE;857.108;898.795;41.687;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher absent;Researcher status;;STATE;868.120;898.795;30.675;;
ES_Child_130;03.06.2023 21:10;ES_Child_130;/Users/eliza/Everything/ES130 3y1m F Zoo.MTS;944.480;29,97;ES130;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;898.795;901.739;2.944;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Functional;Trial type;;STATE;204.152;261.976;57.824;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher present;Researcher status;;STATE;204.435;228.073;23.638;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Arriving at start of trial;Movement;;STATE;210.323;212.979;2.656;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Solve to toy;Time Spent;;STATE;214.885;216.112;1.227;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Toy to end of trial;Time Spent;;STATE;216.586;254.287;37.701;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Left box;Proximity;;STATE;217.916;256.276;38.360;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher absent;Researcher status;;STATE;228.073;254.287;26.214;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher present;Researcher status;;STATE;254.287;261.776;7.489;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Exiting at end of trial;Movement;;STATE;256.276;259.683;3.407;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Functional;Trial type;;STATE;277.157;337.437;60.280;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher present;Researcher status;;STATE;277.157;299.847;22.690;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Arriving at start of trial;Movement;;STATE;282.094;284.382;2.288;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Solve to toy;Time Spent;;STATE;292.344;293.104;0.760;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Left box;Proximity;;STATE;293.391;330.226;36.835;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Toy to end of trial;Time Spent;;STATE;293.391;327.279;33.888;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher absent;Researcher status;;STATE;299.847;326.805;26.958;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher present;Researcher status;;STATE;326.805;337.155;10.350;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Exiting at end of trial;Movement;;STATE;330.226;333.453;3.227;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Functional;Trial type;;STATE;363.368;421.456;58.088;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher present;Researcher status;;STATE;363.368;389.949;26.581;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Arriving at start of trial;Movement;;STATE;367.912;369.718;1.806;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Solve to toy;Time Spent;;STATE;377.134;377.606;0.472;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Left box;Proximity;;STATE;377.880;394.000;16.120;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Toy to end of trial;Time Spent;;STATE;377.880;416.709;38.829;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher absent;Researcher status;;STATE;389.949;415.285;25.336;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Right box (front);Proximity;;STATE;394.000;413.006;19.006;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Fiddling with wood;Fiddling;;STATE;394.781;398.199;3.418;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Midd box;Proximity;;STATE;413.006;416.709;3.703;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher present;Researcher status;;STATE;415.285;421.181;5.896;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Exiting at end of trial;Movement;;STATE;416.709;419.272;2.563;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Functional;Trial type;;STATE;437.510;513.824;76.314;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher present;Researcher status;;STATE;437.510;464.367;26.857;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Arriving at start of trial;Movement;;STATE;440.537;441.591;1.054;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Solve to toy;Time Spent;;STATE;451.834;452.317;0.483;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Toy to end of trial;Time Spent;;STATE;452.792;498.080;45.288;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Left box;Proximity;;STATE;454.028;500.820;46.792;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher absent;Researcher status;;STATE;464.367;498.080;33.713;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Researcher present;Researcher status;;STATE;498.080;513.552;15.472;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Functional;Exiting at end of trial;Movement;;STATE;502.066;506.049;3.983;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Non-functional;Trial type;;STATE;534.901;597.746;62.845;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;534.901;560.913;26.012;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Arriving at start of trial;Movement;;STATE;538.616;540.121;1.505;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Solve to toy;Time Spent;;STATE;541.833;548.379;6.546;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Left box;Proximity;;STATE;548.665;587.693;39.028;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Toy to end of trial;Time Spent;;STATE;548.665;585.974;37.309;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher absent;Researcher status;;STATE;560.913;585.974;25.061;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Fiddling with wood;Fiddling;;STATE;565.860;566.134;0.274;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;585.974;597.746;11.772;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Exiting at end of trial;Movement;;STATE;588.641;591.956;3.315;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Non-functional;Trial type;;STATE;611.510;665.728;54.218;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;611.510;631.162;19.652;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Arriving at start of trial;Movement;;STATE;614.833;617.019;2.186;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Solve to toy;Time Spent;;STATE;618.821;623.188;4.367;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Left box;Proximity;;STATE;623.471;624.000;0.529;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Toy to end of trial;Time Spent;;STATE;623.471;658.217;34.746;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Right box (front);Proximity;;STATE;624.000;634.011;10.011;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Fiddling with wood;Fiddling;;STATE;631.162;633.536;2.374;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher absent;Researcher status;;STATE;631.162;657.753;26.591;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Midd box;Proximity;;STATE;634.011;636.002;1.991;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Right box (front);Proximity;;STATE;636.002;660.493;24.491;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;657.753;665.728;7.975;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Exiting at end of trial;Movement;;STATE;660.493;663.640;3.147;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Non-functional;Trial type;;STATE;685.284;736.350;51.066;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;685.284;702.551;17.267;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Arriving at start of trial;Movement;;STATE;686.327;688.026;1.699;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Solve to toy;Time Spent;;STATE;690.590;694.967;4.377;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Left box;Proximity;;STATE;692.585;703.130;10.545;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Toy to end of trial;Time Spent;;STATE;694.967;729.798;34.831;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher absent;Researcher status;;STATE;702.551;729.798;27.247;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Right box (front);Proximity;;STATE;703.130;731.044;27.914;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Fiddling with wood;Fiddling;;STATE;716.804;722.310;5.506;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;729.798;736.350;6.552;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Exiting at end of trial;Movement;;STATE;731.044;734.840;3.796;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Non-functional;Trial type;;STATE;750.886;797.676;46.790;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;750.886;773.562;22.676;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Arriving at start of trial;Movement;;STATE;753.439;754.873;1.434;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Solve to toy;Time Spent;;STATE;754.873;763.408;8.535;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Toy to end of trial;Time Spent;;STATE;763.691;796.159;32.468;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Left box;Proximity;;STATE;768.154;797.676;29.522;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher absent;Researcher status;;STATE;773.562;796.159;22.597;;
ES_Child_132;03.06.2023 22:05;ES_Child_132;/Users/eliza/Everything/ES132 3y0m F Zoo.MTS;813.380;29,97;ES132;;1;42923;Non-functional;Researcher present;Researcher status;;STATE;796.159;797.676;1.517;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Functional;Trial type;;STATE;163.831;226.577;62.746;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Researcher present;Researcher status;;STATE;163.831;182.576;18.745;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Arriving at start of trial;Movement;;STATE;168.084;171.094;3.010;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Solve to toy;Time Spent;;STATE;172.075;172.581;0.506;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Right box (front);Proximity;;STATE;173.078;174.327;1.249;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Toy to end of trial;Time Spent;;STATE;173.078;210.588;37.510;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Left box;Proximity;;STATE;174.578;178.581;4.003;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Right box (front);Proximity;;STATE;178.581;221.086;42.505;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Researcher absent;Researcher status;;STATE;182.576;210.588;28.012;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Researcher present;Researcher status;;STATE;210.588;226.577;15.989;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Exiting at end of trial;Movement;;STATE;221.086;224.073;2.987;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Functional;Trial type;;STATE;235.329;292.568;57.239;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Researcher present;Researcher status;;STATE;235.329;259.334;24.005;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Arriving at start of trial;Movement;;STATE;237.586;247.084;9.498;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Solve to toy;Time Spent;;STATE;247.320;248.575;1.255;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Toy to end of trial;Time Spent;;STATE;248.827;283.572;34.745;;
ES_Child_133;03.06.2023 22:57;ES_Child_133;/Users/eliza/Everything/ES133 3y3m F Zoo.MP4;733.730;59,94;ES133;;1;43023;Functional;Left box;Proximity;;STATE;250.079;253.324;3.245;;
