Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Session,Trial Order,Date,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Non-functional,Midd box,Proximity,,STATE,214.299,214.625,0.326,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,No focal subject,Waiting compartment,Compartment,,STATE,214.348,258.32,43.972,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Non-functional,Left box,Proximity,,STATE,214.625,219.149,4.524,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Non-functional,Food to end of trial,Time spent,,STATE,214.844,253.774,38.93,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Non-functional,Midd box,Proximity,,STATE,214.894,215.141,0.247,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Non-functional,Left box,Proximity,,STATE,215.12,215.494,0.374,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Non-functional,Left box,Proximity,,STATE,215.141,221.092,5.951,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Functional,Right side peek,Peeking,,STATE,215.226,216.381,1.155,,
ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:06,ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k.avi,318.76,25,Skipper,3,2,101922,Non-functional,Exiting at end of trial,Movement,,STATE,215.354,220.878,5.524,,
ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,31/01/2023 09:05,ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k.avi,405.64,25,Tai,6,1,112222,Functional,Midd box,Proximity,,STATE,215.455,215.989,0.534,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Non-functional,Midd box,Proximity,,STATE,215.494,215.844,0.35,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Non-functional,Right box (front),Proximity,,STATE,215.844,236.955,21.111,,
ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,31/01/2023 09:05,ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k.avi,405.64,25,Tai,6,1,112222,Functional,Right box (front),Proximity,,STATE,215.989,217.839,1.85,,
ReliabilityRoku10.25.22ESExpS7.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:28,ReliabilityRoku10.25.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.25.22ESExpS7.MTS.re-encoded.1920px.800k.avi,301.96,25,Roku,7,1,102522,No focal subject,Waiting compartment,Compartment,,STATE,216.381,220.056,3.675,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Non-functional,Fiddling with wood,Fiddling,,STATE,216.669,219.12,2.451,,
ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:19,ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k.avi,308.68,25,Fay,5,2,11222,Non-functional,Fiddling with wood,Fiddling,,STATE,217.042,217.564,0.522,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Functional,Fiddling with wood,Fiddling,,STATE,217.054,220.2,3.146,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Non-functional,Midd box,Proximity,,STATE,218.026,218.653,0.627,,
ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:19,ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k.avi,308.68,25,Fay,5,2,11222,Non-functional,Midd box,Proximity,,STATE,218.059,218.611,0.552,,
ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:19,ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k.avi,308.68,25,Fay,5,2,11222,Non-functional,Left box,Proximity,,STATE,218.611,221.137,2.526,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Non-functional,Left box,Proximity,,STATE,218.653,232.954,14.301,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Non-functional,Peek on top,Peeking,,STATE,219.08,220.329,1.249,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Non-functional,Midd box,Proximity,,STATE,219.149,219.274,0.125,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Non-functional,Right box (front),Proximity,,STATE,219.274,229.845,10.571,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Functional,Functional,Trial type,,STATE,219.905,265.707,45.802,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Functional,Testing compartment,Compartment,,STATE,219.905,229.234,9.329,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Functional,Arriving at start of trial,Movement,,STATE,219.905,222.18,2.275,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Non-functional,Fiddling with wood,Fiddling,,STATE,220.019,227.62,7.601,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Functional,Food to end of trial,Time spent,,STATE,220.2,260.788,40.588,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Functional,Midd box,Proximity,,STATE,220.2,220.628,0.428,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Non-functional,Fiddling with wood,Fiddling,,STATE,220.624,229.845,9.221,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Functional,Left box,Proximity,,STATE,220.628,222.901,2.273,,
ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:06,ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k.avi,318.76,25,Skipper,3,2,101922,No focal subject,Waiting compartment,Compartment,,STATE,220.878,267.832,46.954,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Non-functional,Midd box,Proximity,,STATE,221.092,221.617,0.525,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Non-functional,Midd box,Proximity,,STATE,221.113,222.259,1.146,,
ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:19,ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k.avi,308.68,25,Fay,5,2,11222,Non-functional,Exiting at end of trial,Movement,,STATE,221.137,222.717,1.58,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Non-functional,Midd box,Proximity,,STATE,221.339,223.59,2.251,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Non-functional,Right box (front),Proximity,,STATE,221.617,225.74,4.123,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Functional,Solve to food,Time spent,,STATE,222.18,226.428,4.248,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Functional,Right box (front),Proximity,,STATE,222.18,226.731,4.551,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Non-functional,Right box (front),Proximity,,STATE,222.259,224.437,2.178,,
ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:19,ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k.avi,308.68,25,Fay,5,2,11222,No focal subject,Waiting compartment,Compartment,,STATE,222.717,257.812,35.095,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Non-functional,Testing compartment,Compartment,,STATE,222.843,231.497,8.654,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Functional,Waiting compartment,Compartment,,STATE,223.55,228.876,5.326,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Non-functional,Right box (front),Proximity,,STATE,223.59,231.59,8,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Non-functional,Left box,Proximity,,STATE,223.668,223.967,0.299,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Non-functional,Midd box,Proximity,,STATE,223.967,224.317,0.35,,
ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,31/01/2023 09:05,ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityTai11.22.22ESExpS6.MTS.re-encoded.1920px.800k.avi,405.64,25,Tai,6,1,112222,Functional,Left box,Proximity,,STATE,224.264,229.066,4.802,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Non-functional,Right box (front),Proximity,,STATE,224.317,229.293,4.976,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Non-functional,Waiting compartment,Compartment,,STATE,224.386,229.24,4.854,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Non-functional,Fiddling with wood,Fiddling,,STATE,224.415,231.59,7.175,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Non-functional,Midd box,Proximity,,STATE,224.437,225.988,1.551,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Non-functional,Fiddling with wood,Fiddling,,STATE,224.693,229.293,4.6,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Non-functional,Right side peek,Peeking,,STATE,224.942,225.74,0.798,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Non-functional,Right box (side),Proximity,,STATE,225.74,228.741,3.001,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Non-functional,Left box,Proximity,,STATE,225.988,229.613,3.625,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Functional,Food to end of trial,Time spent,,STATE,226.428,265.707,39.279,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Functional,Midd box,Proximity,,STATE,226.731,227.006,0.275,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Functional,Left box,Proximity,,STATE,227.006,228.482,1.476,,
ReliabilitySunny11.29.22ESExpS8.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:25,ReliabilitySunny11.29.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySunny11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,395.08,25,Sunny,8,2,112922,Non-functional,Non-functional,Trial type,,STATE,228.577,275.168,46.591,,
ReliabilitySunny11.29.22ESExpS8.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:25,ReliabilitySunny11.29.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySunny11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,395.08,25,Sunny,8,2,112922,Non-functional,Testing compartment,Compartment,,STATE,228.577,241.959,13.382,,
