Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Session,Trial Order,Date,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Arriving at start of trial,Movement,,STATE,276.298,277.798,1.5,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Solve to food,Time spent,,STATE,276.825,278.408,1.583,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Fiddling with wood,Fiddling,,STATE,276.825,278.455,1.63,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Right box (front),Proximity,,STATE,276.825,278.455,1.63,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Functional,Trial type,,STATE,277.44,322.2,44.76,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Testing compartment,Compartment,,STATE,277.44,282.2,4.76,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Arriving at start of trial,Movement,,STATE,277.44,278.739,1.299,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Solve to food,Time spent,,STATE,277.798,283.698,5.9,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Fiddling with wood,Fiddling,,STATE,277.798,283.698,5.9,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Right box (front),Proximity,,STATE,277.798,283.698,5.9,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Food to end of trial,Time spent,,STATE,278.408,319.279,40.871,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Midd box,Proximity,,STATE,278.455,278.734,0.279,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Left box,Proximity,,STATE,278.734,293.58,14.846,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Solve to food,Time spent,,STATE,278.739,279.55,0.811,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Right box (front),Proximity,,STATE,278.739,279.575,0.836,,
ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:40,ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k.avi,289.96,25,Fay,8,2,111522,Functional,Waiting compartment,Compartment,,STATE,278.928,280.325,1.397,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Functional,Trial type,,STATE,279.186,325.042,45.856,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Testing compartment,Compartment,,STATE,279.186,286.318,7.132,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Arriving at start of trial,Movement,,STATE,279.186,280.262,1.076,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Food to end of trial,Time spent,,STATE,279.55,322.2,42.65,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Midd box,Proximity,,STATE,279.575,280.075,0.5,,
ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:35,ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k.avi,444.52,25,Lilly,8,2,11822,Non-functional,Testing compartment,Compartment,,STATE,279.991,302.997,23.006,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Left box,Proximity,,STATE,280.075,281.425,1.35,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Solve to food,Time spent,,STATE,280.262,283.337,3.075,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Fiddling with wood,Fiddling,,STATE,280.262,283.415,3.153,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Right box (front),Proximity,,STATE,280.262,283.415,3.153,,
ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:40,ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k.avi,289.96,25,Fay,8,2,111522,Functional,Testing compartment,Compartment,,STATE,280.325,283.278,2.953,,
ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:06,ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k.avi,318.76,25,Skipper,3,2,101922,Functional,Fiddling with wood,Fiddling,,STATE,280.428,304.803,24.375,,
ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:40,ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k.avi,289.96,25,Fay,8,2,111522,Functional,Left box,Proximity,,STATE,280.59,281.778,1.188,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Midd box,Proximity,,STATE,280.774,281.573,0.799,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Functional,Functional,Trial type,,STATE,281.029,324.165,43.136,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Functional,Testing compartment,Compartment,,STATE,281.029,287.316,6.287,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Functional,Arriving at start of trial,Movement,,STATE,281.029,282.35,1.321,,
ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:35,ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k.avi,444.52,25,Lilly,8,2,11822,Non-functional,Left box,Proximity,,STATE,281.541,282.665,1.124,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Right box (front),Proximity,,STATE,281.573,282.674,1.101,,
ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:40,ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k.avi,289.96,25,Fay,8,2,111522,Functional,Exiting at end of trial,Movement,,STATE,281.778,283.278,1.5,,
ReliabilityPick10.4.22ESExpS1.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:17,ReliabilityPick10.4.22ESExpS1.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPick10.4.22ESExpS1.MTS.re-encoded.1920px.800k.avi,392.68,25,Pick,1,2,10422,Non-functional,Testing compartment,Compartment,,STATE,281.935,289.665,7.73,,
ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:19,ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k.avi,308.68,25,Fay,5,2,11222,Functional,Fiddling with wood,Fiddling,,STATE,282.079,284.408,2.329,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Waiting compartment,Compartment,,STATE,282.2,297.875,15.675,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Functional,Solve to food,Time spent,,STATE,282.35,282.629,0.279,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Functional,Right box (front),Proximity,,STATE,282.35,283.668,1.318,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Food to end of trial,Time spent,,STATE,282.523,328.284,45.761,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Functional,Food to end of trial,Time spent,,STATE,282.629,324.165,41.536,,
ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:35,ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k.avi,444.52,25,Lilly,8,2,11822,Non-functional,Midd box,Proximity,,STATE,282.665,283.268,0.603,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Midd box,Proximity,,STATE,282.674,282.925,0.251,,
ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:16,ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k.avi,335.56,25,Sunny,6,2,112222,Functional,Functional,Trial type,,STATE,282.747,332.636,49.889,,
ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:16,ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k.avi,335.56,25,Sunny,6,2,112222,Functional,Testing compartment,Compartment,,STATE,282.747,293.324,10.577,,
ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:16,ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySunny11.22.22ESExpS6.MTS.re-encoded.1920px.800k.avi,335.56,25,Sunny,6,2,112222,Functional,Arriving at start of trial,Movement,,STATE,282.747,287.071,4.324,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Left box,Proximity,,STATE,282.925,284.598,1.673,,
ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:35,ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k.avi,444.52,25,Lilly,8,2,11822,Non-functional,Right box (front),Proximity,,STATE,283.268,293.694,10.426,,
ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:40,ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.15.22ESExpS8.MTS.re-encoded.1920px.800k.avi,289.96,25,Fay,8,2,111522,No focal subject,Waiting compartment,Compartment,,STATE,283.278,287.654,4.376,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Food to end of trial,Time spent,,STATE,283.337,325.042,41.705,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Midd box,Proximity,,STATE,283.415,284.115,0.7,,
ReliabilityPick10.4.22ESExpS1.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:17,ReliabilityPick10.4.22ESExpS1.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPick10.4.22ESExpS1.MTS.re-encoded.1920px.800k.avi,392.68,25,Pick,1,2,10422,Non-functional,Left box,Proximity,,STATE,283.46,284.385,0.925,,
ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:35,ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k.avi,444.52,25,Lilly,8,2,11822,Non-functional,Fiddling with wood,Fiddling,,STATE,283.643,293.694,10.051,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Functional,Midd box,Proximity,,STATE,283.668,283.991,0.323,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Food to end of trial,Time spent,,STATE,283.698,324.387,40.689,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Midd box,Proximity,,STATE,283.698,283.997,0.299,,
ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,30/01/2023 13:19,ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityRoku10.19.22ESExpS5.MTS.re-encoded.1920px.800k.avi,327.88,25,Roku,5,2,101922,Functional,Left box,Proximity,,STATE,283.991,286.417,2.426,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Left box,Proximity,,STATE,283.997,284.712,0.715,,
ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:15,ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKermit10.14.22ESExpS4.MTS.re-encoded.1920px.800k.avi,327.4,25,Kermit,4,2,101422,Functional,Left box,Proximity,,STATE,284.115,285.791,1.676,,
