Observation id,Observation date,Media file,Total length,FPS,Subject,Session,Trial Order,Date,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s)
Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k,12/15/2022 16:25,D:/Explanation Seeking/Experiment/Mali/Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k.avi,406.12,25,Mali,3,2,112922,Non-functional,Fiddling with wood,Fiddling,,STATE,277.281,280.185,2.904
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Non-functional,Left box,Proximity,,STATE,279.79,281.715,1.925
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Non-functional,Exiting at end of trial,Movement,,STATE,281.715,283.29,1.575
Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k,12/15/2022 16:25,D:/Explanation Seeking/Experiment/Mali/Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k.avi,406.12,25,Mali,3,2,112922,Non-functional,Right side peek,Peeking,,STATE,282.36,284.01,1.65
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,No focal subject,Waiting compartment,Compartment,,STATE,283.29,324.836,41.546
Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k,12/15/2022 16:25,D:/Explanation Seeking/Experiment/Mali/Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k.avi,406.12,25,Mali,3,2,112922,Non-functional,Looking back,Looking,,STATE,289.058,290.034,0.976
Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k,12/15/2022 16:25,D:/Explanation Seeking/Experiment/Mali/Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k.avi,406.12,25,Mali,3,2,112922,Non-functional,Right box (front),Proximity,,STATE,290.034,297.33,7.296
Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k,12/15/2022 16:25,D:/Explanation Seeking/Experiment/Mali/Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k.avi,406.12,25,Mali,3,2,112922,Non-functional,Fiddling with wood,Fiddling,,STATE,290.929,293.98,3.051
Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k,12/15/2022 16:25,D:/Explanation Seeking/Experiment/Mali/Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k.avi,406.12,25,Mali,3,2,112922,Non-functional,Fiddling with wood,Fiddling,,STATE,294.505,297.33,2.825
Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k,12/15/2022 16:25,D:/Explanation Seeking/Experiment/Mali/Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k.avi,406.12,25,Mali,3,2,112922,Non-functional,Exiting at end of trial,Movement,,STATE,297.33,300.755,3.425
